PropertyAddressFull,AreaLotSF
5027 TERRAMAR WAY,4000.0
5033 TERRAMAR WAY,4000.0
5030 SEALANE WAY,4080.0
5003 CORAL WAY,4150.0
5024 SEALANE WAY,4080.0
5003 ISLAND VIEW ST,4000.0
5023 ISLAND VIEW ST,4000.0
4949 ISLAND VIEW ST,4000.0
5001 CORBINA WAY,4000.0
4951 CORBINA WAY,4000.0
5021 CORBINA WAY,3920.0
4934 OCEANAIRE ST,4000.0
5059 NAUTILUS ST APT 10,701.0
5054 MOONSTONE WAY,4000.0
5040 MOONSTONE WAY,4000.0
5028 MOONSTONE WAY,4118.0
5014 ISLAND VIEW ST,4000.0
5019 MARLIN WAY,3920.0
5058 NAUTILUS ST,1777.0
5059 NAUTILUS ST APT 12,841.0
5042 W WOOLEY RD,3575.0
5150 W WOOLEY RD,3900.0
5111 TERRAMAR WAY,4000.0
5123 TERRAMAR WAY,4000.0
5137 TERRAMAR WAY,4000.0
5141 TERRAMAR WAY,4000.0
5126 TERRAMAR WAY,4060.0
5100 TERRAMAR WAY,4060.0
5155 SEALANE WAY,4300.0
5151 SEALANE WAY,4100.0
1460 MANDALAY BEACH RD,3952.0
5050 ISLAND VIEW ST,4000.0
5040 ISLAND VIEW ST,4000.0
5032 ISLAND VIEW ST,4000.0
1640 MANDALAY BEACH RD,4000.0
5020 OCEANAIRE ST,4000.0
5010 OCEANAIRE ST,4000.0
5004 OCEANAIRE ST,4000.0
5000 OCEANAIRE ST,4000.0
4950 OCEANAIRE ST,4000.0
4944 OCEANAIRE ST,4000.0
4940 ISLAND VIEW ST,4000.0
4934 ISLAND VIEW ST,4028.0
5141 SEALANE WAY,4100.0
5127 SEALANE WAY,4100.0
5117 SEALANE WAY,4100.0
5111 SEALANE WAY,4100.0
5065 SEALANE WAY,4100.0
5051 SEALANE WAY,4100.0
5039 SEALANE WAY,3966.0
5033 SEALANE WAY,4130.0
5021 SEALANE WAY,4130.0
5130 SEALANE WAY,4100.0
5124 SEALANE WAY,4100.0
5100 SEALANE WAY,4100.0
5060 SEALANE WAY,4100.0
5054 SEALANE WAY,4100.0
5048 SEALANE WAY,4100.0
5018 SEALANE WAY,4080.0
5012 SEALANE WAY,4080.0
5006 SEALANE WAY,4080.0
4901 CORAL WAY,4200.0
4907 CORAL WAY,4200.0
5033 CORAL WAY,4150.0
5060 DOLPHIN WAY,4000.0
5040 DOLPHIN WAY,4000.0
5012 DOLPHIN WAY,4000.0
4954 DOLPHIN WAY,4081.0
4948 DOLPHIN WAY,4081.0
4942 DOLPHIN WAY,4081.0
4930 DOLPHIN WAY,4081.0
4902 DOLPHIN WAY,4000.0
5047 MARLIN WAY,4000.0
4600 HIGHLAND AVE,6100.0
4621 ANCHORAGE ST,6100.0
647 IBIZA LN,3696.0
2000 POSADA DR,6431.0
2070 POSADA DR,4797.0
2090 POSADA DR,4797.0
2040 POSADA DR,4676.0
1511 SOPHIA CT,6105.0
1521 SOPHIA CT,6579.0
1531 SOPHIA CT,9988.0
1500 SOPHIA CT,6723.0
1510 SOPHIA CT,6105.0
1520 SOPHIA CT,7385.0
2201 INDIAN WELLS CT,18797.0
821 OARFISH CT,7184.0
831 OARFISH CT,6854.0
810 OARFISH CT,10697.0
800 OARFISH CT,8437.0
2521 OARFISH LN,7244.0
901 RAFT LN,6249.0
2711 OARFISH LN,6001.0
2731 OARFISH LN,6001.0
2741 OARFISH LN,6001.0
3940 S C ST,6700.0
3960 S C ST,6240.0
3930 S C ST,7200.0
4029 S B ST,6248.0
4021 S B ST,6248.0
4001 S B ST,6248.0
4101 S B ST,6248.0
1321 CASA SAN CARLOS LN APT A,2613.0
1241 CASA SAN CARLOS LN APT A,2613.0
1241 CASA SAN CARLOS LN APT D,2613.0
1251 CASA SAN CARLOS LN APT B,2613.0
1251 CASA SAN CARLOS LN APT C,2613.0
1301 CASA SAN CARLOS LN APT A,2613.0
1301 CASA SAN CARLOS LN APT C,2613.0
1301 CASA SAN CARLOS LN APT B,2613.0
2245 SPYGLASS TRL W,17030.0
2241 SPYGLASS TRL W,14517.0
2237 SPYGLASS TRL W,13286.0
2166 POSADA DR,4236.0
2110 POSADA DR,4797.0
2184 POSADA DR,4615.0
2140 POSADA DR,4658.0
2203 INDIAN WELLS CT,23416.0
2205 INDIAN WELLS CT,15368.0
2201 SPYGLASS TRL W,23529.0
4901 ALEXANDER DR,6000.0
244 CUMMINGS WAY,1866.0
101 S DRISKILL ST,6402.0
1101 KIPLING PL,6350.0
1031 KIPLING PL,6350.0
1021 KIPLING PL,6350.0
1121 KIPLING PL,6350.0
1131 KIPLING PL,6350.0
1001 KIPLING PL,6683.0
301 W BARD RD,6094.0
728 LAZARO LN,3696.0
1330 FRIEDRICH LN APT C,2613.0
3002 DUNKIRK DR,4261.0
1241 CASA SAN CARLOS LN APT B,2613.0
1401 CASA SAN CARLOS LN APT B,2613.0
2631 OARFISH LN,6002.0
2621 OARFISH LN,6002.0
2039 OCASO PL,5592.0
2003 OCASO PL,8414.0
176 E ROBERT AVE,5700.0
168 E ROBERT AVE,5700.0
160 E ROBERT AVE,5700.0
618 LAZARO LN,3696.0
1511 GINA DR,6240.0
738 LAZARO LN,3696.0
751 ENSIGN PL,13456.0
721 ENSIGN PL,6422.0
711 ENSIGN PL,6421.0
701 ENSIGN PL,6421.0
617 IBIZA LN,3696.0
4931 ALEXANDER DR,6000.0
4861 ALEXANDER DR,6000.0
4941 ALEXANDER DR,6952.0
718 LAZARO LN,3696.0
300 N ROOSEVELT AVE,4800.0
308 N ROOSEVELT AVE,4800.0
314 N ROOSEVELT AVE,4800.0
601 ENSIGN PL,6476.0
611 ENSIGN PL,6420.0
1410 MARINE WAY,4133.0
181 W IRIS ST,7880.0
237 W BARD RD,6090.0
600 KENTWOOD DR,6098.0
1250 FRIEDRICH LN APT A,2613.0
1250 FRIEDRICH LN APT B,2613.0
1250 FRIEDRICH LN APT D,2613.0
1240 FRIEDRICH LN APT A,2613.0
1240 FRIEDRICH LN APT D,2613.0
4224 S C ST,6188.0
4214 S C ST,6188.0
5232 DAVIDSON DR,1866.0
3756 VIA PACIFICA WALK,2270.0
2430 MIRAMAR PL,6000.0
2410 MIRAMAR PL,6000.0
2400 MIRAMAR PL,6452.0
2035 OCASO PL,5592.0
1255 W JUNIPER ST,6000.0
1225 W JUNIPER ST,6000.0
1265 W JUNIPER ST,6000.0
1331 GARDENIA ST,6186.0
1351 GARDENIA ST,6186.0
1361 GARDENIA ST,6186.0
1321 GARDENIA ST,6186.0
1311 GARDENIA ST,6186.0
1441 W JUNIPER ST,6000.0
1419 W JUNIPER ST,6000.0
1451 W JUNIPER ST,6027.0
243 CUMMINGS WAY,1672.0
4801 TULSA DR,6003.0
1851 PEORIA AVE,6001.0
2531 EL DORADO AVE,6400.0
1411 W JUNIPER ST,6000.0
2003 RIBERA DR,6091.0
2023 RIBERA DR,4799.0
3014 S K ST,6119.0
107 N DRISKILL ST,4000.0
2341 ALEXANDER ST,6115.0
2511 EL DORADO AVE,6400.0
1431 W JUNIPER ST,6000.0
848 S F ST,7000.0
826 S F ST,7000.0
864 S F ST,7000.0
808 S F ST,7000.0
435 CANTERBURY WAY,1172.0
433 CANTERBURY WAY,1172.0
431 CANTERBURY WAY,1172.0
427 CANTERBURY WAY,1172.0
142 CORDOVA ST,4000.0
119 N DRISKILL ST,4000.0
4701 TULSA DR,6200.0
4705 TULSA DR,8000.0
4711 TULSA DR,7200.0
4715 TULSA DR,6003.0
4721 TULSA DR,6003.0
1901 NASHVILLE PL,6100.0
1320 NELSON PL,6148.0
5116 DOWNWIND WAY,4507.0
4731 TULSA DR,6003.0
4741 TULSA DR,6003.0
3701 VIA MARINA AVE,6000.0
3711 VIA MARINA AVE,6000.0
3661 VIA MARINA AVE,6000.0
3721 VIA MARINA AVE,6000.0
1304 LAWRENCE WAY,7110.0
1330 LAWRENCE WAY,8110.0
136 CORDOVA ST,4000.0
150 CORDOVA ST,4000.0
124 CORDOVA ST,4000.0
118 CORDOVA ST,4000.0
4810 ALEXANDER DR,6003.0
640 W GONZALES RD APT C,1273.0
640 W GONZALES RD APT A,1273.0
1200 HIBISCUS ST,6614.0
1231 GARDENIA ST,6186.0
1241 GARDENIA ST,6186.0
1271 GARDENIA ST,6186.0
1301 GARDENIA ST,6186.0
2156 MARIPOSA ST,6614.0
1801 LA QUINTA LN,8265.0
1811 LA QUINTA LN,8099.0
1821 LA QUINTA LN,8085.0
307 W IRIS ST,6439.0
317 W IRIS ST,6438.0
337 W IRIS ST,6415.0
2250 GREENBROOK DR,6509.0
4031 TERRACE DR,6651.0
4240 HARBOUR ISLAND LN,1937.0
4230 HARBOUR ISLAND LN,2164.0
4208 HARBOUR ISLAND LN,2164.0
1806 EMERALD ISLE WAY,1937.0
1808 EMERALD ISLE WAY,2164.0
1804 EMERALD ISLE WAY,2164.0
1725 EMERALD ISLE WAY,2164.0
1747 EMERALD ISLE WAY,1937.0
1745 PEARL WAY,1937.0
1749 PEARL WAY,1937.0
1710 EMERALD ISLE WAY,1937.0
1714 EMERALD ISLE WAY,2663.0
1726 EMERALD ISLE WAY,1937.0
1728 EMERALD ISLE WAY,2164.0
1730 EMERALD ISLE WAY,1937.0
1738 EMERALD ISLE WAY,1937.0
1746 EMERALD ISLE WAY,1937.0
1752 EMERALD ISLE WAY,1937.0
4207 HARBOUR ISLAND LN,1937.0
1731 PEARL WAY,2164.0
1733 PEARL WAY,1937.0
4013 GALAPAGOS WAY,4100.0
4104 GALAPAGOS WAY,4100.0
2431 VICTORIA AVE,4100.0
2035 RAVOLI DR,4394.0
2441 MONACO DR,4000.0
3920 W HEMLOCK ST,4000.0
2411 VICTORIA AVE,4043.0
2340 MONACO DR,4000.0
2421 VICTORIA AVE,4113.0
2350 MONACO DR,4452.0
2320 MONACO DR,4000.0
2310 MONACO DR,4000.0
4020 GALAPAGOS WAY,4100.0
4004 GALAPAGOS WAY,4561.0
2414 MONACO DR,3920.0
2424 MONACO DR,3920.0
2434 MONACO DR,3920.0
2444 MONACO DR,3992.0
2421 MONACO DR,4000.0
2431 MONACO DR,4000.0
2501 VICTORIA AVE,4000.0
2511 VICTORIA AVE,3920.0
2341 VICTORIA AVE,4215.0
2255 VICTORIA AVE,4000.0
2261 VICTORIA AVE,4000.0
2241 VICTORIA AVE,4191.0
2305 VICTORIA AVE,4000.0
2231 VICTORIA AVE,4592.0
2311 VICTORIA AVE,4173.0
3910 W HEMLOCK ST,4000.0
2351 MONACO DR,4000.0
2025 RAVOLI DR,4244.0
2015 RAVOLI DR,4690.0
2045 RAVOLI DR,4544.0
2025 VICTORIA AVE,4000.0
2035 VICTORIA AVE,4000.0
2045 VICTORIA AVE,4000.0
2541 MONACO DR,2293.0
2550 MONACO DR,678.0
2401 MONACO DR,3920.0
1524 WINDSHORE WAY,1202.0
1528 WINDSHORE WAY,1425.0
1502 WINDSHORE WAY,1094.0
1504 WINDSHORE WAY,1427.0
1506 WINDSHORE WAY,1492.0
1508 WINDSHORE WAY,1492.0
1510 WINDSHORE WAY,1427.0
1512 WINDSHORE WAY,1094.0
1514 WINDSHORE WAY,1293.0
1552 WINDSHORE WAY,1492.0
1444 WINDSHORE WAY,1427.0
1400 WINDSHORE WAY,1293.0
1414 WINDSHORE WAY,1202.0
1430 WINDSHORE WAY,1393.0
1428 WINDSHORE WAY,1202.0
1410 WINDSHORE WAY,1202.0
1408 WINDSHORE WAY,1393.0
1406 WINDSHORE WAY,1425.0
1402 WINDSHORE WAY,1293.0
1546 WINDSHORE WAY,1094.0
1548 WINDSHORE WAY,1427.0
1554 WINDSHORE WAY,1427.0
1556 WINDSHORE WAY,1094.0
1558 WINDSHORE WAY,1293.0
1518 WINDSHORE WAY,1393.0
1446 WINDSHORE WAY,1094.0
1542 WINDSHORE WAY,1425.0
1544 WINDSHORE WAY,1293.0
1532 WINDSHORE WAY,1393.0
4153 CARIBBEAN ST,5857.0
4033 CARIBBEAN ST,9027.0
4103 CARIBBEAN ST,6046.0
4163 CARIBBEAN ST,5871.0
4113 CARIBBEAN ST,5920.0
4123 CARIBBEAN ST,5358.0
4133 CARIBBEAN ST,5495.0
4143 CARIBBEAN ST,5842.0
4053 CARIBBEAN ST,6146.0
4043 CARIBBEAN ST,6120.0
1507 SEABRIDGE LN,5387.0
4173 CARIBBEAN ST,5979.0
1517 SEABRIDGE LN,5997.0
1527 SEABRIDGE LN,7093.0
4183 CARIBBEAN ST,6127.0
1543 WINDSHORE WAY,1700.0
1527 WINDSHORE WAY,2009.0
1525 WINDSHORE WAY,1700.0
1587 WINDSHORE WAY,2009.0
1553 WINDSHORE WAY,1700.0
1509 WINDSHORE WAY,1777.0
1507 WINDSHORE WAY,1994.0
1505 WINDSHORE WAY,1700.0
1503 WINDSHORE WAY,1700.0
1501 WINDSHORE WAY,2009.0
1511 WINDSHORE WAY,0.0
1513 WINDSHORE WAY,1700.0
1517 WINDSHORE WAY,1700.0
1557 WINDSHORE WAY,2009.0
1573 WINDSHORE WAY,1700.0
1535 WINDSHORE WAY,1700.0
1563 WINDSHORE WAY,1700.0
1533 WINDSHORE WAY,1700.0
1523 WINDSHORE WAY,1700.0
1531 WINDSHORE WAY,2009.0
1583 WINDSHORE WAY,1700.0
1555 WINDSHORE WAY,1700.0
1804 ALEUTIAN WAY,6060.0
1800 ALEUTIAN WAY,6060.0
4001 FARRALON WAY,10352.0
4041 FARRALON WAY,6250.0
4061 FARRALON WAY,6250.0
4071 FARRALON WAY,6661.0
1702 ALEUTIAN WAY,9567.0
1342 CASPIAN WAY,4379.0
1332 CASPIAN WAY,4379.0
1322 CASPIAN WAY,4379.0
1416 ESTUARY WAY,4295.0
1326 ESTUARY WAY,4295.0
1406 ESTUARY WAY,4295.0
1486 ESTUARY WAY,4461.0
1476 ESTUARY WAY,4285.0
1466 ESTUARY WAY,4285.0
1456 ESTUARY WAY,4285.0
1446 ESTUARY WAY,4295.0
1436 ESTUARY WAY,4295.0
1426 ESTUARY WAY,4295.0
1305 DONEGAL WAY,5179.0
1315 DONEGAL WAY,4202.0
1415 DONEGAL WAY,4202.0
1425 DONEGAL WAY,4202.0
1435 DONEGAL WAY,4202.0
1355 DONEGAL WAY,4202.0
1316 ESTUARY WAY,5500.0
1336 ESTUARY WAY,4295.0
1345 DONEGAL WAY,4202.0
1346 ESTUARY WAY,4295.0
1356 ESTUARY WAY,4295.0
1365 DONEGAL WAY,4202.0
1366 ESTUARY WAY,4295.0
1445 DONEGAL WAY,4202.0
1455 DONEGAL WAY,4202.0
1465 DONEGAL WAY,4202.0
1475 DONEGAL WAY,5366.0
1333 CASPIAN WAY,4347.0
1353 CASPIAN WAY,4347.0
1354 DONEGAL WAY,4347.0
1334 DONEGAL WAY,4347.0
1444 DONEGAL WAY,4347.0
1323 CASPIAN WAY,4347.0
1314 DONEGAL WAY,4347.0
1304 DONEGAL WAY,5473.0
1413 CASPIAN WAY,4347.0
1403 CASPIAN WAY,4347.0
1423 CASPIAN WAY,4347.0
1433 CASPIAN WAY,4347.0
1464 DONEGAL WAY,5417.0
1454 DONEGAL WAY,4347.0
1364 DONEGAL WAY,4347.0
1344 DONEGAL WAY,4347.0
1324 DONEGAL WAY,4347.0
1434 DONEGAL WAY,4347.0
1424 DONEGAL WAY,4347.0
1414 DONEGAL WAY,4347.0
1710 PATRICIA ST,6277.0
1835 VALLEY PARK DR,6323.0
1817 VALLEY PARK DR,7100.0
1845 VALLEY PARK DR,6327.0
1813 VALLEY PARK DR,7800.0
1855 VALLEY PARK DR,6330.0
1610 PATRICIA ST,6428.0
3830 BOSTON DR,6063.0
3820 BOSTON DR,6063.0
1511 LINDSAY PL,6600.0
314 DEODAR AVE,6500.0
324 DEODAR AVE,6500.0
306 DEODAR AVE,6500.0
330 DEODAR AVE,6500.0
2251 RIVER RIDGE RD,7771.0
2271 RIVER RIDGE RD,7771.0
703 NOVATO DR,6000.0
653 NOVATO DR,6000.0
722 PERTH PL,6000.0
713 NOVATO DR,6000.0
2510 HILLROSE PL,6603.0
2403 GRAPEVINE DR,6760.0
2401 GRAPEVINE DR,7488.0
300 N DRISKILL ST,4000.0
301 EVEREST ST,4000.0
2212 N VENTURA RD,6036.0
1430 HOLLY AVE,6482.0
2200 N VENTURA RD,6025.0
2166 N VENTURA RD,6014.0
2211 LAUREL VALLEY PL,9946.0
2421 GRAPEVINE DR,6695.0
2423 GRAPEVINE DR,6633.0
2110 BYRD DR,6006.0
910 W WOOLEY RD,15400.0
330 N DRISKILL ST,4000.0
320 N DRISKILL ST,4000.0
1924 SAN GORGONIO AVE,4379.0
2415 GRAPEVINE DR,6760.0
2421 TULARE PL,6300.0
4711 READING DR,6211.0
2101 LAUREL VALLEY PL,13348.0
5108 CORBINA WAY,4427.0
5116 CORBINA WAY,4382.0
5124 CORBINA WAY,4382.0
1455 MANDALAY BEACH RD,4000.0
5115 AMALFI WAY,4043.0
5130 CORBINA WAY,4382.0
3619 DUNKIRK DR,1841.0
3627 DUNKIRK DR,1075.0
3603 DUNKIRK DR,1389.0
3609 DUNKIRK DR,1841.0
3629 DUNKIRK DR,1389.0
2200 SOUTHERN HILL DR,10910.0
2240 BYRD DR,6006.0
2300 BYRD DR,6006.0
2200 BYRD DR,6006.0
2514 HILLROSE PL,7944.0
2512 HILLROSE PL,8000.0
4600 SYRACUSE DR,6876.0
4540 SYRACUSE DR,7524.0
4624 SYRACUSE DR,6400.0
4530 SYRACUSE DR,9432.0
4525 READING DR,6504.0
1897 RIBERA DR,4628.0
649 RAFT LN,6000.0
427 N ANITA AVE,4800.0
407 N ANITA AVE,4800.0
5225 S J ST,84279.0
750 ANDREA CT,6325.0
720 ANDREA CT,6079.0
710 ANDREA CT,7390.0
700 ANDREA CT,6500.0
705 ANDREA CT,6500.0
711 ANDREA CT,7390.0
4244 HARBOUR ISLAND LN,2164.0
4250 HARBOUR ISLAND LN,2164.0
2504 MONACO DR,4180.0
2514 MONACO DR,4330.0
4123 GALAPAGOS WAY,5898.0
4063 GALAPAGOS WAY,4100.0
4103 GALAPAGOS WAY,4100.0
4032 FARRALON WAY,4407.0
4014 GALAPAGOS WAY,4100.0
2044 NAPOLI DR,4356.0
2014 NAPOLI DR,4075.0
2110 NAPOLI DR,4517.0
2035 NAPOLI DR,4376.0
2025 NAPOLI DR,4225.0
2045 NAPOLI DR,4525.0
2015 NAPOLI DR,3920.0
2130 NAPOLI DR,7195.0
2550 MONACO DR,4327.0
4030 GALAPAGOS WAY,4100.0
4065 HARBOUR ISLAND LN,4100.0
4055 HARBOUR ISLAND LN,4100.0
4075 HARBOUR ISLAND LN,4100.0
4074 GALAPAGOS WAY,4100.0
4044 GALAPAGOS WAY,4100.0
4042 FARRALON WAY,4407.0
2034 NAPOLI DR,4376.0
4033 GALAPAGOS WAY,4100.0
4073 GALAPAGOS WAY,4100.0
4045 HARBOUR ISLAND LN,4100.0
4015 HARBOUR ISLAND LN,4100.0
4145 HARBOUR ISLAND LN,6008.0
4135 HARBOUR ISLAND LN,4072.0
4125 HARBOUR ISLAND LN,4100.0
4115 HARBOUR ISLAND LN,4100.0
4085 HARBOUR ISLAND LN,4100.0
4043 GALAPAGOS WAY,4100.0
4134 GALAPAGOS WAY,5395.0
4124 GALAPAGOS WAY,4100.0
4054 GALAPAGOS WAY,4100.0
2551 VICTORIA AVE,4783.0
2501 MONACO DR,4036.0
2251 MONACO DR,4356.0
2411 MONACO DR,4000.0
2521 MONACO DR,4556.0
2534 MONACO DR,5925.0
2361 MONACO DR,4000.0
3840 W HEMLOCK ST,4000.0
2240 MONACO DR,4192.0
2241 MONACO DR,4298.0
2250 MONACO DR,4302.0
2305 MONACO DR,5500.0
2441 VICTORIA AVE,4016.0
2454 MONACO DR,4090.0
2131 RAVOLI DR,7103.0
2131 VICTORIA AVE,4860.0
2140 RAVOLI DR,5373.0
2215 MONACO DR,5373.0
2220 MONACO DR,6699.0
4003 GALAPAGOS WAY,4561.0
4220 REEDER AVE,7600.0
115 N GRANT AVE,4800.0
155 N GRANT AVE,4800.0
1085 OFFSHORE ST,6929.0
3121 FOURNIER ST,6000.0
3111 FOURNIER ST,6000.0
503 CALLE CAPISTRANO,3216.0
501 CALLE CAPISTRANO,3426.0
517 CALLE CAPISTRANO,3654.0
505 CALLE CAPISTRANO,3216.0
681 CARNATION PL,7452.0
601 CARNATION PL,7452.0
1120 DEVONSHIRE DR,7552.0
1130 DEVONSHIRE DR,7666.0
1110 DEVONSHIRE DR,7505.0
1140 DEVONSHIRE DR,7755.0
1100 DEVONSHIRE DR,7495.0
2340 REDWING LN,8811.0
2360 REDWING LN,9304.0
2330 REDWING LN,8758.0
2410 REDWING LN,8251.0
2076 OLGA ST,6777.0
405 W JUNIPER ST,6515.0
415 W JUNIPER ST,6160.0
1900 ONTARIO ST,6236.0
2061 NORMA ST,6452.0
2051 NORMA ST,6350.0
1210 DEVONSHIRE DR,7800.0
1200 DEVONSHIRE DR,7785.0
1220 DEVONSHIRE DR,7800.0
1230 DEVONSHIRE DR,7800.0
1814 ONTARIO ST,6315.0
1830 ONTARIO ST,6236.0
3520 REGATTA PL,6001.0
3521 SCHOONER WALK,6001.0
3530 REGATTA PL,6001.0
3460 REGATTA PL,6001.0
2429 LOBELIA DR,11516.0
2433 LOBELIA DR,10262.0
2440 REDWING LN,10399.0
2430 REDWING LN,10389.0
2450 REDWING LN,9983.0
1930 W 9TH ST,7010.0
1920 W 9TH ST,7011.0
2000 W 9TH ST,7010.0
1001 JUNEBERRY PL,6000.0
3451 TAFFRAIL LN,6289.0
165 LUPITA ST,6000.0
155 LUPITA ST,6000.0
147 LUPITA ST,6000.0
3441 TAFFRAIL LN,6016.0
3431 TAFFRAIL LN,6016.0
468 REDWOOD ST,6190.0
915 W ROBERT AVE,7200.0
671 CARNATION PL,7000.0
661 CARNATION PL,7000.0
651 CARNATION PL,7000.0
247 W ROBERT AVE,6253.0
323 W ROBERT AVE,6263.0
3560 REGATTA PL,6001.0
602 REDWOOD ST,6190.0
612 REDWOOD ST,6190.0
538 REDWOOD ST,6190.0
3430 REGATTA PL,6001.0
2020 EL DORADO AVE,7635.0
2040 EL DORADO AVE,7635.0
621 CARNATION PL,7000.0
611 CARNATION PL,7000.0
631 CARNATION PL,7000.0
620 DELPHINIUM PL,7000.0
320 TEAKWOOD ST,6090.0
3222 PAULA ST,6000.0
330 TEAKWOOD ST,6069.0
931 CAMELLIA ST,6240.0
2431 IVORY WAY,7565.0
2421 IVORY WAY,7565.0
931 NIGHTINGALE PL,7000.0
1021 NIGHTINGALE PL,7428.0
1050 ORION WAY,7803.0
1040 ORION WAY,7350.0
1020 ORION WAY,7350.0
1010 ORION WAY,7350.0
1002 ORION WAY,7196.0
1000 ORION WAY,10948.0
800 ROSEBUD DR,8388.0
943 S VENTURA RD,6750.0
1003 S VENTURA RD,6750.0
1049 S VENTURA RD,15400.0
540 FOXGLOVE PL,6000.0
214 N K ST,6392.0
222 N K ST,6365.0
801 S A ST,94525.0
851 S A ST,25500.0
234 ASHTON ST,6018.0
252 ASHTON ST,6018.0
268 ASHTON ST,6018.0
284 ASHTON ST,5970.0
1910 NORMA ST,10411.0
1501 W GONZALES RD,19668.0
150 N K ST,7473.0
140 N K ST,7422.0
130 N K ST,7891.0
1961 NORMA ST,6000.0
1951 NORMA ST,6000.0
1941 NORMA ST,6000.0
1921 NORMA ST,6403.0
1915 NORMA ST,9540.0
1110 W OLIVE ST,6565.0
931 W POPLAR ST,6110.0
951 W POPLAR ST,6110.0
1101 W POPLAR ST,6110.0
1111 W POPLAR ST,6564.0
910 DAHLIA ST,6245.0
900 DAHLIA ST,6524.0
212 E 1ST ST,4110.0
1805 BEARDEN CT,5460.0
1821 BEARDEN CT,4780.0
510 ANDREA DR,6050.0
3111 E CLINTON ST,6300.0
910 KOHALA ST,4252.0
1620 MCLOUGHLIN AVE,6000.0
1420 MCLOUGHLIN AVE,6000.0
2021 RHONDA ST,4402.0
2011 RHONDA ST,2108.0
2400 LOBELIA DR,8816.0
1241 NIGHTINGALE PL,7504.0
4715 S J ST,6037.0
5001 S J ST,6016.0
1811 BEARDEN CT,6350.0
2230 BEAUFORT DR,6452.0
945 RIALTO ST,6100.0
971 LUCERO ST,4922.0
3022 S J ST,6002.0
155 W FIR AVE,6700.0
1901 ARLENE AVE,8471.0
1820 BEARDEN CT,4786.0
1814 BEARDEN CT,4900.0
214 N I ST,6401.0
1910 RHONDA ST,10250.0
3050 S J ST,6002.0
430 ANDREA DR,6050.0
1926 JUNTO LN,6003.0
3143 E CLINTON ST,6400.0
2111 CARNEGIE CT,6100.0
1231 NIGHTINGALE PL,8367.0
910 BLUEBELL ST,6264.0
970 KOHALA ST,4922.0
2057 SPYGLASS TRL E,10500.0
930 KOHALA ST,4252.0
4521 S J ST,6037.0
230 NAVARRO ST,6000.0
940 KOHALA ST,4252.0
4531 S J ST,6037.0
636 S F ST,7000.0
1957 LAGO LN,6003.0
4511 S J ST,6858.0
2040 LANGLEY ST,6452.0
2110 HILL ST,6000.0
2044 LANGLEY ST,6100.0
3150 PAULA ST,6000.0
2155 BARNETT ST,6452.0
239 NAVARRO ST,6034.0
310 W CEDAR ST,6026.0
215 N H ST,7220.0
1923 SNOW AVE,6254.0
3140 PAULA ST,6000.0
442 TEAKWOOD ST,6155.0
933 LOMBARD ST,4252.0
1120 CAMELLIA ST,6250.0
1100 CAMELLIA ST,6193.0
1130 CAMELLIA ST,6400.0
1030 CAMELLIA ST,6193.0
1111 BLUEBELL ST,6022.0
1932 NARANJA LN,8706.0
1952 NARANJA LN,6000.0
1972 NARANJA LN,6000.0
1992 NARANJA LN,7332.0
345 N H ST,6150.0
339 N H ST,5920.0
331 N H ST,5935.0
323 N H ST,5935.0
315 N H ST,6302.0
931 BLUEBELL ST,6194.0
911 BLUEBELL ST,6200.0
901 BLUEBELL ST,6476.0
1921 CARNEGIE CT,6100.0
1911 CARNEGIE CT,6100.0
1931 CARNEGIE CT,6100.0
1920 CARNEGIE CT,6250.0
1910 CARNEGIE CT,6250.0
1900 BEAUFORT DR,6200.0
1910 BEAUFORT DR,6200.0
1920 BEAUFORT DR,6200.0
4912 BRADFIELD PL,6136.0
4936 BRADFIELD PL,6136.0
4964 BRADFIELD PL,6136.0
4880 BRADFIELD PL,6136.0
2131 BARNETT ST,6100.0
2121 BARNETT ST,6100.0
1730 CAPSTAN DR,4846.0
432 TEAKWOOD ST,6155.0
1500 ALTURAS ST,6000.0
1530 ALTURAS ST,6000.0
923 LOMBARD ST,4252.0
1311 VISALIA ST,6050.0
1305 VISALIA ST,6924.0
2020 HILL ST,6278.0
2030 HILL ST,6037.0
3100 PAULA ST,6479.0
3110 PAULA ST,6000.0
2130 HILL ST,6098.0
932 LUCERO ST,4252.0
2111 BARNETT ST,6100.0
2065 BARNETT ST,6100.0
2061 BARNETT ST,6100.0
910 NIGHTINGALE PL,10114.0
718 TEAKWOOD ST,6155.0
728 TEAKWOOD ST,6143.0
708 TEAKWOOD ST,6155.0
700 TEAKWOOD ST,6155.0
632 TEAKWOOD ST,6155.0
622 TEAKWOOD ST,6155.0
2210 HILL ST,6098.0
2200 HILL ST,6098.0
2211 W BIRCH ST,6100.0
2201 W BIRCH ST,9700.0
2221 W BIRCH ST,6033.0
1400 ALTURAS ST,6400.0
902 LUCERO ST,4685.0
4740 BRADFIELD PL,6848.0
4780 BRADFIELD PL,6136.0
910 CAMELLIA ST,6199.0
930 NIGHTINGALE PL,9923.0
1955 JUNTO LN,6000.0
2400 IVORY WAY,15152.0
934 W BEVERLY DR,6171.0
972 LUCERO ST,4966.0
2051 BARNETT ST,6100.0
1004 NIGHTINGALE PL,10238.0
1008 NIGHTINGALE PL,10245.0
